Data type,Cancer group/site,Year,Sex,Age group (years),Count,"Age-specific rate (per 100,000)","Age-standardised rate 2001 Australian Standard Population (per 100,000)","Age-standardised rate 2023 Australian population  (per 100,000)","Age-standardised rate  (WHO) (per 100,000)","Age-standardised rate  (Segi) (per 100,000)",Column L,ICD10 codes,Age group code
Actual,Melanoma of the skin,1985,Males,40–44,21,4.2,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,1985,Males,45–49,25,6,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,1985,Males,50–54,36,9.6,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,1985,Males,55–59,41,10.6,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,1985,Males,60–64,53,15.4,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,1985,Males,65–69,51,20.1,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,1985,Males,70–74,47,22.9,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,1985,Males,75–79,27,21.4,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,1985,Males,80–84,22,34.7,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,1985,Males,85–89,11,46.1,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,1985,Males,90+,2,23.3,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,1985,Males,All ages combined,403,5.1,6.5,7.8,5,4.5,NULL,C43,20
Actual,Melanoma of the skin,1985,Persons,00–04,1,0.1,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,1985,Persons,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,1985,Persons,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,1985,Persons,15–19,7,0.5,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,1985,Persons,20–24,7,0.5,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,1985,Persons,25–29,22,1.7,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,1985,Persons,30–34,28,2.2,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,1985,Persons,35–39,42,3.4,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,1985,Persons,40–44,32,3.3,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,1985,Persons,45–49,46,5.6,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,1985,Persons,50–54,61,8.3,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,1985,Persons,55–59,71,9.4,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,1985,Persons,60–64,79,11.1,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,1985,Persons,65–69,77,14.1,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,1985,Persons,70–74,67,14.4,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,1985,Persons,75–79,49,15.8,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,1985,Persons,80–84,43,24,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,1985,Persons,85–89,23,27.4,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,1985,Persons,90+,17,45.8,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,1985,Persons,All ages combined,672,4.3,5,6.1,3.9,3.5,NULL,C43,20
Actual,Melanoma of the skin,1986,Females,00–04,1,0.2,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,1986,Females,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,1986,Females,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,1986,Females,15–19,1,0.2,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,1986,Females,20–24,1,0.2,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,1986,Females,25–29,5,0.7,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,1986,Females,30–34,11,1.7,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,1986,Females,35–39,16,2.6,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,1986,Females,40–44,18,3.6,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,1986,Females,45–49,15,3.7,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,1986,Females,50–54,19,5.3,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,1986,Females,55–59,21,5.7,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,1986,Females,60–64,30,8.2,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,1986,Females,65–69,30,9.9,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,1986,Females,70–74,36,13.6,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,1986,Females,75–79,29,15.1,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,1986,Females,80–84,19,16,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,1986,Females,85–89,14,21.7,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,1986,Females,90+,4,13.3,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,1986,Females,All ages combined,270,3.4,3.7,4.4,2.8,2.5,NULL,C43,20
Actual,Melanoma of the skin,1986,Males,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,1986,Males,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,1986,Males,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,1986,Males,15–19,3,0.4,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,1986,Males,20–24,6,0.9,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,1986,Males,25–29,9,1.3,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,1986,Males,30–34,26,4.1,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,1986,Males,35–39,20,3.1,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,1986,Males,40–44,24,4.6,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,1986,Males,45–49,21,4.8,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,1986,Males,50–54,32,8.5,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,1986,Males,55–59,39,10.1,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,1986,Males,60–64,42,11.9,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,1986,Males,65–69,51,19.2,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,1986,Males,70–74,59,28.2,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,1986,Males,75–79,48,36.2,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,1986,Males,80–84,21,31.7,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,1986,Males,85–89,12,46.2,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,1986,Males,90+,5,57.1,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,1986,Males,All ages combined,418,5.2,6.8,8.4,5,4.4,NULL,C43,20
Actual,Melanoma of the skin,1986,Persons,00–04,1,0.1,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,1986,Persons,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,1986,Persons,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,1986,Persons,15–19,4,0.3,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,1986,Persons,20–24,7,0.5,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,1986,Persons,25–29,14,1,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,1986,Persons,30–34,37,2.9,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,1986,Persons,35–39,36,2.8,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,1986,Persons,40–44,42,4.1,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,1986,Persons,45–49,36,4.3,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,1986,Persons,50–54,51,6.9,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,1986,Persons,55–59,60,7.9,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,1986,Persons,60–64,72,10,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,1986,Persons,65–69,81,14.2,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,1986,Persons,70–74,95,20.1,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,1986,Persons,75–79,77,23.7,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,1986,Persons,80–84,40,21.6,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,1986,Persons,85–89,26,28.7,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,1986,Persons,90+,9,23.2,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,1986,Persons,All ages combined,688,4.3,5,6.1,3.8,3.4,NULL,C43,20
Actual,Melanoma of the skin,1987,Females,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,1987,Females,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,1987,Females,10–14,1,0.2,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,1987,Females,15–19,1,0.1,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,1987,Females,20–24,3,0.5,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,1987,Females,25–29,8,1.2,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,1987,Females,30–34,9,1.4,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,1987,Females,35–39,19,3,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,1987,Females,40–44,19,3.5,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,1987,Females,45–49,19,4.5,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,1987,Females,50–54,25,6.8,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,1987,Females,55–59,14,3.8,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,1987,Females,60–64,27,7.3,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,1987,Females,65–69,23,7.3,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,1987,Females,70–74,33,12.4,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,1987,Females,75–79,30,15.1,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,1987,Females,80–84,24,19.4,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,1987,Females,85–89,14,21.2,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,1987,Females,90+,12,38.4,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,1987,Females,All ages combined,281,3.4,3.8,4.5,2.9,2.5,NULL,C43,20
Actual,Melanoma of the skin,1987,Males,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,1987,Males,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,1987,Males,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,1987,Males,15–19,2,0.3,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,1987,Males,20–24,6,0.9,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,1987,Males,25–29,13,1.9,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,1987,Males,30–34,30,4.6,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,1987,Males,35–39,24,3.8,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,1987,Males,40–44,30,5.3,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,1987,Males,45–49,26,5.8,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,1987,Males,50–54,33,8.6,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,1987,Males,55–59,54,14.2,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,1987,Males,60–64,63,17.7,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,1987,Males,65–69,55,19.7,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,1987,Males,70–74,70,32.9,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,1987,Males,75–79,52,37.8,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,1987,Males,80–84,37,52.6,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,1987,Males,85–89,15,55.1,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,1987,Males,90+,7,77.6,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,1987,Males,All ages combined,517,6.4,8.3,10.2,6.1,5.3,NULL,C43,20
Actual,Melanoma of the skin,1987,Persons,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,1987,Persons,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,1987,Persons,10–14,1,0.1,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,1987,Persons,15–19,3,0.2,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,1987,Persons,20–24,9,0.7,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,1987,Persons,25–29,21,1.5,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,1987,Persons,30–34,39,3,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,1987,Persons,35–39,43,3.4,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,1987,Persons,40–44,49,4.5,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,1987,Persons,45–49,45,5.2,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,1987,Persons,50–54,58,7.7,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,1987,Persons,55–59,68,9.1,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,1987,Persons,60–64,90,12.4,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,1987,Persons,65–69,78,13.1,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,1987,Persons,70–74,103,21.5,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,1987,Persons,75–79,82,24.4,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,1987,Persons,80–84,61,31.4,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,1987,Persons,85–89,29,31.1,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,1987,Persons,90+,19,47.2,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,1987,Persons,All ages combined,798,4.9,5.7,7,4.3,3.8,NULL,C43,20
Actual,Melanoma of the skin,1988,Females,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,1988,Females,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,1988,Females,10–14,1,0.2,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,1988,Females,15–19,0,0,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,1988,Females,20–24,4,0.6,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,1988,Females,25–29,7,1,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,1988,Females,30–34,11,1.7,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,1988,Females,35–39,22,3.5,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,1988,Females,40–44,15,2.6,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,1988,Females,45–49,14,3.2,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,1988,Females,50–54,15,4,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,1988,Females,55–59,21,5.8,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,1988,Females,60–64,26,7,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,1988,Females,65–69,34,10.3,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,1988,Females,70–74,36,13.5,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,1988,Females,75–79,36,17.5,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,1988,Females,80–84,28,21.7,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,1988,Females,85–89,17,25.1,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,1988,Females,90+,6,18.7,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,1988,Females,All ages combined,293,3.5,3.8,4.6,2.8,2.5,NULL,C43,20
Actual,Melanoma of the skin,1988,Males,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,1988,Males,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,1988,Males,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,1988,Males,15–19,2,0.3,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,1988,Males,20–24,3,0.4,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,1988,Males,25–29,10,1.4,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,1988,Males,30–34,18,2.7,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,1988,Males,35–39,25,3.9,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,1988,Males,40–44,32,5.4,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,1988,Males,45–49,25,5.4,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,1988,Males,50–54,44,11.2,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,1988,Males,55–59,57,15.2,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,1988,Males,60–64,57,15.8,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,1988,Males,65–69,65,22.2,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,1988,Males,70–74,59,27.7,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,1988,Males,75–79,40,27.9,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,1988,Males,80–84,21,28.5,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,1988,Males,85–89,20,69.7,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,1988,Males,90+,1,10.9,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,1988,Males,All ages combined,479,5.8,7.3,8.8,5.5,4.9,NULL,C43,20
Actual,Melanoma of the skin,1988,Persons,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,1988,Persons,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,1988,Persons,10–14,1,0.1,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,1988,Persons,15–19,2,0.1,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,1988,Persons,20–24,7,0.5,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,1988,Persons,25–29,17,1.2,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,1988,Persons,30–34,29,2.2,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,1988,Persons,35–39,47,3.7,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,1988,Persons,40–44,47,4,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,1988,Persons,45–49,39,4.4,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,1988,Persons,50–54,59,7.6,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,1988,Persons,55–59,78,10.6,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,1988,Persons,60–64,83,11.4,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,1988,Persons,65–69,99,15.9,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,1988,Persons,70–74,95,19.8,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,1988,Persons,75–79,76,21.8,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,1988,Persons,80–84,49,24.2,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,1988,Persons,85–89,37,38.4,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,1988,Persons,90+,7,17,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,1988,Persons,All ages combined,772,4.7,5.4,6.5,4.1,3.6,NULL,C43,20
Actual,Melanoma of the skin,1989,Females,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,1989,Females,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,1989,Females,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,1989,Females,15–19,2,0.3,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,1989,Females,20–24,2,0.3,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,1989,Females,25–29,3,0.4,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,1989,Females,30–34,8,1.2,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,1989,Females,35–39,12,1.9,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,1989,Females,40–44,22,3.7,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,1989,Females,45–49,24,5.3,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,1989,Females,50–54,18,4.6,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,1989,Females,55–59,22,6.1,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,1989,Females,60–64,27,7.3,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,1989,Females,65–69,25,7.3,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,1989,Females,70–74,26,9.8,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,1989,Females,75–79,42,19.6,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,1989,Females,80–84,26,19.4,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,1989,Females,85–89,15,21.4,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,1989,Females,90+,7,21.2,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,1989,Females,All ages combined,281,3.3,3.6,4.3,2.7,2.4,NULL,C43,20
Actual,Melanoma of the skin,1989,Males,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,1989,Males,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,1989,Males,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,1989,Males,15–19,3,0.4,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,1989,Males,20–24,2,0.3,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,1989,Males,25–29,7,1,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,1989,Males,30–34,15,2.2,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,1989,Males,35–39,22,3.4,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,1989,Males,40–44,22,3.6,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,1989,Males,45–49,33,6.8,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,1989,Males,50–54,39,9.6,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,1989,Males,55–59,54,14.5,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,1989,Males,60–64,60,16.5,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,1989,Males,65–69,67,21.8,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,1989,Males,70–74,70,33,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,1989,Males,75–79,58,38.7,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,1989,Males,80–84,33,42.8,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,1989,Males,85–89,13,42.6,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,1989,Males,90+,3,31.6,NULL,NULL,NULL,NULL,NULL,C43,19
